Latitude,Longitude,Source File,Stop Name,Line,Distance (m)
40.662549,-73.908946,MTA_Subway.csv,Rockaway Av,Eastern Pky,0
40.663515,-73.902447,MTA_Subway.csv,Junius St,Eastern Pky,0
40.664635,-73.894895,MTA_Subway.csv,Pennsylvania Av,Eastern Pky,0
40.665449,-73.889395,MTA_Subway.csv,Van Siclen Av,Eastern Pky,0
40.666235,-73.884079,MTA_Subway.csv,New Lots Av,Eastern Pky,0
40.667883,-73.950683,MTA_Subway.csv,President St-Medgar Evers College,Nostrand,0
40.662742,-73.95085,MTA_Subway.csv,Sterling St,Nostrand,0
40.656652,-73.9502,MTA_Subway.csv,Winthrop St,Nostrand,0
40.650843,-73.949575,MTA_Subway.csv,Church Av,Nostrand,0
40.645098,-73.948959,MTA_Subway.csv,Beverly Rd,Nostrand,0
40.639967,-73.948411,MTA_Subway.csv,Newkirk Av-Little Haiti,Nostrand,0
40.632836,-73.947642,MTA_Subway.csv,Flatbush Av-Brooklyn College,Nostrand,0
40.852462,-73.828121,MTA_Subway.csv,Pelham Bay Park,Pelham,0
40.84681,-73.832569,MTA_Subway.csv,Buhre Av,Pelham,0
40.843863,-73.836322,MTA_Subway.csv,Middletown Rd,Pelham,0
40.839892,-73.842952,MTA_Subway.csv,Westchester Sq-E Tremont Av,Pelham,0
40.836488,-73.847036,MTA_Subway.csv,Zerega Av,Pelham,0
40.834255,-73.851222,MTA_Subway.csv,Castle Hill Av,Pelham,0
40.833226,-73.860816,MTA_Subway.csv,Parkchester,Pelham,0
40.831509,-73.867618,MTA_Subway.csv,St Lawrence Av,Pelham,0
40.829521,-73.874516,MTA_Subway.csv,Morrison Av-Soundview,Pelham,0
40.828584,-73.879159,MTA_Subway.csv,Elder Av,Pelham,0
40.826525,-73.886283,MTA_Subway.csv,Whitlock Av,Pelham,0
40.820948,-73.890549,MTA_Subway.csv,Hunts Point Av,Pelham,0
40.816104,-73.896435,MTA_Subway.csv,Longwood Av,Pelham,0
40.812118,-73.904098,MTA_Subway.csv,E 149 St,Pelham,0
40.808719,-73.907657,MTA_Subway.csv,E 143 St-St Mary's St,Pelham,0
40.805368,-73.914042,MTA_Subway.csv,Cypress Av,Pelham,0
40.807566,-73.91924,MTA_Subway.csv,Brook Av,Pelham,0
40.810476,-73.926138,MTA_Subway.csv,3 Av-138 St,Pelham,0
40.886037,-73.878751,MTA_Subway.csv,Woodlawn,Jerome Av,0
40.87975,-73.884655,MTA_Subway.csv,Mosholu Pkwy,Jerome Av,0
40.873412,-73.890064,MTA_Subway.csv,Bedford Park Blvd-Lehman College,Jerome Av,0
40.86776,-73.897174,MTA_Subway.csv,Kingsbridge Rd,Jerome Av,0
40.862803,-73.901034,MTA_Subway.csv,Fordham Rd,Jerome Av,0
40.858407,-73.903879,MTA_Subway.csv,183 St,Jerome Av,0
40.853453,-73.907684,MTA_Subway.csv,Burnside Av,Jerome Av,0
40.84848,-73.911794,MTA_Subway.csv,176 St,Jerome Av,0
40.844434,-73.914685,MTA_Subway.csv,Mt Eden Av,Jerome Av,0
40.840075,-73.917791,MTA_Subway.csv,170 St,Jerome Av,0
40.835537,-73.9214,MTA_Subway.csv,167 St,Jerome Av,0
40.827994,-73.925831,MTA_Subway.csv,161 St-Yankee Stadium,Jerome Av,0
40.818375,-73.927351,MTA_Subway.csv,149 St-Grand Concourse,Jerome Av,0
40.813224,-73.929849,MTA_Subway.csv,138 St-Grand Concourse,Jerome Av,0
40.804138,-73.937594,MTA_Subway.csv,125 St,Lexington Av,0
40.798629,-73.941617,MTA_Subway.csv,116 St,Lexington Av,0
40.79502,-73.94425,MTA_Subway.csv,110 St,Lexington Av,0
40.7906,-73.947478,MTA_Subway.csv,103 St,Lexington Av,0
40.785672,-73.95107,MTA_Subway.csv,96 St,Lexington Av,0
40.779492,-73.955589,MTA_Subway.csv,86 St,Lexington Av,0
40.77362,-73.959874,MTA_Subway.csv,77 St,Lexington Av,0
40.768141,-73.96387,MTA_Subway.csv,68 St-Hunter College,Lexington Av,0
40.762526,-73.967967,MTA_Subway.csv,59 St,Lexington Av,0
40.757107,-73.97192,MTA_Subway.csv,51 St,Lexington Av,0
40.751776,-73.976848,MTA_Subway.csv,Grand Central-42 St,Lexington Av,0
40.746081,-73.982076,MTA_Subway.csv,33 St,Lexington Av,0
40.74307,-73.984264,MTA_Subway.csv,28 St,Lexington Av,0
40.739864,-73.986599,MTA_Subway.csv,23 St,Lexington Av,0
40.734673,-73.989951,MTA_Subway.csv,14 St-Union Sq,Lexington Av,0
40.730054,-73.99107,MTA_Subway.csv,Astor Pl,Lexington Av,0
40.725915,-73.994659,MTA_Subway.csv,Bleecker St,Lexington Av,0
40.722301,-73.997141,MTA_Subway.csv,Spring St,Lexington Av,0
40.718803,-74.000193,MTA_Subway.csv,Canal St,Lexington Av,0
40.713065,-74.004131,MTA_Subway.csv,Brooklyn Bridge-City Hall,Lexington Av,0
40.710368,-74.009509,MTA_Subway.csv,Fulton St,Lexington Av,0
40.707557,-74.011862,MTA_Subway.csv,Wall St,Lexington Av,0
40.704817,-74.014065,MTA_Subway.csv,Bowling Green,Lexington Av,0
40.692404,-73.990151,MTA_Subway.csv,Borough Hall,Eastern Pky,0
40.903125,-73.85062,MTA_Subway.csv,Wakefield-241 St,Lenox - White Plains Rd,0
40.898379,-73.854376,MTA_Subway.csv,Nereid Av,Lenox - White Plains Rd,0
40.893193,-73.857473,MTA_Subway.csv,233 St,Lenox - White Plains Rd,0
40.888022,-73.860341,MTA_Subway.csv,225 St,Lenox - White Plains Rd,0
40.883895,-73.862633,MTA_Subway.csv,219 St,Lenox - White Plains Rd,0
40.87785,-73.866256,MTA_Subway.csv,Gun Hill Rd,Lenox - White Plains Rd,0
40.871356,-73.867164,MTA_Subway.csv,Burke Av,Lenox - White Plains Rd,0
40.865462,-73.867352,MTA_Subway.csv,Allerton Av,Lenox - White Plains Rd,0
40.857192,-73.867615,MTA_Subway.csv,Pelham Pkwy,Lenox - White Plains Rd,0
40.848828,-73.868457,MTA_Subway.csv,Bronx Park East,Lenox - White Plains Rd,0
40.841894,-73.873488,MTA_Subway.csv,E 180 St,Lenox - White Plains Rd,0
40.840295,-73.880049,MTA_Subway.csv,West Farms Sq-E Tremont Av,Lenox - White Plains Rd,0
40.837288,-73.887734,MTA_Subway.csv,174 St,Lenox - White Plains Rd,0
40.829993,-73.891865,MTA_Subway.csv,Freeman St,Lenox - White Plains Rd,0
40.824073,-73.893064,MTA_Subway.csv,Simpson St,Lenox - White Plains Rd,0
40.822181,-73.896736,MTA_Subway.csv,Intervale Av,Lenox - White Plains Rd,0
40.819585,-73.90177,MTA_Subway.csv,Prospect Av,Lenox - White Plains Rd,0
40.81649,-73.907807,MTA_Subway.csv,Jackson Av,Lenox - White Plains Rd,0
40.816109,-73.917757,MTA_Subway.csv,3 Av-149 St,Lenox - White Plains Rd,0
40.81841,-73.926718,MTA_Subway.csv,149 St-Grand Concourse,Lenox - White Plains Rd,0
40.82388,-73.93647,MTA_Subway.csv,Harlem-148 St,Lenox - White Plains Rd,0
40.820421,-73.936245,MTA_Subway.csv,145 St,Lenox - White Plains Rd,0
40.814229,-73.94077,MTA_Subway.csv,135 St,Lenox - White Plains Rd,0
40.807754,-73.945495,MTA_Subway.csv,125 St,Lenox - White Plains Rd,0
40.802098,-73.949625,MTA_Subway.csv,116 St,Lenox - White Plains Rd,0
40.799075,-73.951822,MTA_Subway.csv,Central Park North (110 St),Lenox - White Plains Rd,0
40.8883,-73.830834,MTA_Subway.csv,Eastchester-Dyre Av,Dyre Av,0
40.878663,-73.838591,MTA_Subway.csv,Baychester Av,Dyre Av,0
40.869526,-73.846384,MTA_Subway.csv,Gun Hill Rd,Dyre Av,0
40.858985,-73.855359,MTA_Subway.csv,Pelham Pkwy,Dyre Av,0
40.854364,-73.860495,MTA_Subway.csv,Morris Park,Dyre Av,0
40.7596,-73.83003,MTA_Subway.csv,Flushing-Main St,Flushing,0
40.754622,-73.845625,MTA_Subway.csv,Mets-Willets Point,Flushing,0
40.75173,-73.855334,MTA_Subway.csv,111 St,Flushing,0
40.749865,-73.8627,MTA_Subway.csv,103 St-Corona Plaza,Flushing,0
40.749145,-73.869527,MTA_Subway.csv,Junction Blvd,Flushing,0
40.748408,-73.876613,MTA_Subway.csv,90 St-Elmhurst Av,Flushing,0
40.747659,-73.883697,MTA_Subway.csv,82 St-Jackson Hts,Flushing,0
40.746848,-73.891394,MTA_Subway.csv,74 St-Broadway,Flushing,0
40.746325,-73.896403,MTA_Subway.csv,69 St,Flushing,0
40.74563,-73.902984,MTA_Subway.csv,61 St-Woodside,Flushing,0
40.744149,-73.912549,MTA_Subway.csv,52 St,Flushing,0
40.743132,-73.918435,MTA_Subway.csv,46 St-Bliss St,Flushing,0
40.743781,-73.924016,MTA_Subway.csv,40 St-Lowery St,Flushing,0
40.744587,-73.930997,MTA_Subway.csv,33 St-Rawson St,Flushing,0
40.750582,-73.940202,MTA_Subway.csv,Queensboro Plaza,Astoria,0
40.750582,-73.940202,MTA_Subway.csv,Queensboro Plaza,Flushing,0
40.747023,-73.945264,MTA_Subway.csv,Court Sq,Flushing,0
40.742216,-73.948916,MTA_Subway.csv,Hunters Point Av,Flushing,0
40.742626,-73.953581,MTA_Subway.csv,Vernon Blvd-Jackson Av,Flushing,0
40.751431,-73.976041,MTA_Subway.csv,Grand Central-42 St,Flushing,0
40.753821,-73.981963,MTA_Subway.csv,5 Av,Flushing,0
40.755477,-73.987691,MTA_Subway.csv,Times Sq-42 St,Flushing,0
40.755983,-73.986229,MTA_Subway.csv,Times Sq-42 St,Lexington - Shuttle,0
40.752769,-73.979189,MTA_Subway.csv,Grand Central-42 St,Lexington - Shuttle,0
40.755882,-74.00191,MTA_Subway.csv,34 St-Hudson Yards,Flushing,0
40.784318,-73.947152,MTA_Subway.csv,96 St,Second Av,0
40.777891,-73.951787,MTA_Subway.csv,86 St,Second Av,0
40.768799,-73.958424,MTA_Subway.csv,72 St,Second Av,0
40.643748,-74.073643,MTA_Subway.csv,St George,Staten Island,0
40.636949,-74.074835,MTA_Subway.csv,Tompkinsville,Staten Island,0
40.627915,-74.075162,MTA_Subway.csv,Stapleton,Staten Island,0
40.621319,-74.071402,MTA_Subway.csv,Clifton,Staten Island,0
40.603117,-74.084087,MTA_Subway.csv,Grasmere,Staten Island,0
40.596612,-74.087368,MTA_Subway.csv,Old Town,Staten Island,0
40.588849,-74.09609,MTA_Subway.csv,Dongan Hills,Staten Island,0
40.583591,-74.103338,MTA_Subway.csv,Jefferson Av,Staten Island,0
40.578965,-74.109704,MTA_Subway.csv,Grant City,Staten Island,0
40.57348,-74.11721,MTA_Subway.csv,New Dorp,Staten Island,0
40.56511,-74.12632,MTA_Subway.csv,Oakwood Heights,Staten Island,0
40.5564,-74.136907,MTA_Subway.csv,Bay Terrace,Staten Island,0
40.551231,-74.151399,MTA_Subway.csv,Great Kills,Staten Island,0
40.544601,-74.16457,MTA_Subway.csv,Eltingville,Staten Island,0
40.54046,-74.178217,MTA_Subway.csv,Annadale,Staten Island,0
40.533674,-74.191794,MTA_Subway.csv,Huguenot,Staten Island,0
40.525507,-74.200064,MTA_Subway.csv,Prince's Bay,Staten Island,0
40.52241,-74.217847,MTA_Subway.csv,Pleasant Plains,Staten Island,0
40.519631,-74.229141,MTA_Subway.csv,Richmond Valley,Staten Island,0
40.512764,-74.251961,MTA_Subway.csv,Tottenville,Staten Island,0
40.516578,-74.242096,MTA_Subway.csv,Arthur Kill,Staten Island,0
