0,1
40.64427200012998,-73.97972116229084
40.65078166803418,-73.97577599917474
40.66003568810021,-73.97973580592873
40.66624469001985,-73.98025117900944
40.67027166728493,-73.98977899938897
40.67364106090412,-73.99589172790934
40.68027335170176,-73.99494697998841
40.68611054725977,-73.99075649573565
40.68840847580642,-73.98503624034139
40.68711899950771,-73.97537499833149
40.68809400106055,-73.9667959986695
40.68888900026455,-73.95999000137212
40.68962700158444,-73.95352200064022
40.69461899903765,-73.94906699890156
40.70037666622154,-73.9502340010257
40.706126576274166,-73.95031225606621
40.71277400073426,-73.9514239994525
40.724479997808274,-73.95118300016523
40.73126699971465,-73.95442500146235
40.7441286664954,-73.9495999997552
40.74630503357145,-73.94381559597835
