0,1
40.61662166725951,-74.03087600085765
40.62268666715025,-74.0283979999864
40.629741666886915,-74.0255099996266
40.63496666682377,-74.02337699950728
40.6413616662838,-74.01788099953987
40.64506866735981,-74.01403399986317
40.648938666612814,-74.01000600074939
40.65514366633887,-74.00354899951809
40.66039666692321,-73.99809099974297
40.66541366712979,-73.99287200067424
40.670846666842756,-73.98830199974512
40.67731566735096,-73.98310999909673
40.683665667279435,-73.97880999956767
40.690648119969794,-73.98177094440949
40.69225539645323,-73.98605667854612
40.694196480776995,-73.99181830901125
40.703142373599135,-74.0130072374272
40.707744756294474,-74.01297456253795
40.7105129841524,-74.01113196473266
40.71327233111697,-74.00698581780337
40.71946500105898,-74.0018260000577
40.72432866597571,-73.99770200045987
40.73046499853991,-73.99250799849149
40.73587226699812,-73.99053886181645
40.74130266729,-73.98934400102907
40.74545399979951,-73.98869800128737
40.74964456009442,-73.9879368338264
40.75461199851542,-73.98676800153976
40.759801973870694,-73.98420956591096
40.76456552501829,-73.98072973372128
40.764810999755284,-73.97334700047045
40.762708855394564,-73.96737501711436
40.74891771986323,-73.93713823965695
40.75196004401078,-73.92901818461539
40.75698735912575,-73.9205264716827
40.756316952608096,-73.91352174995538
40.752824829236076,-73.90606508052358
40.74971952935675,-73.8987883783301
40.74653969115889,-73.89129866519697
40.74237007972169,-73.8820347465864
40.736813418197144,-73.87722085669182
40.73309737380972,-73.86943208612348
40.729763972422425,-73.86161820097203
40.726505475813006,-73.85286048434907
40.72159430953587,-73.84451672012669
